name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
MavenMagnet,50000.0,USA,San Francisco,1,2011-02-28,2011-02-28,2011,0,Business Services,0
NSFW Corporation,850000.0,USA,Las Vegas,3,2011-10-05,2013-06-14,2011,2,E-Books,0
Ample Communications,25500000.0,USA,Fremont,2,2004-02-10,2005-01-01,2000,1,Hardware + Software,1
DrFirst,50500000.0,USA,Rockville,4,2014-08-06,2015-10-14,2000,1,Electronic Health Records,1
CO Space,28000000.0,USA,San Francisco,1,1999-11-30,1999-11-30,2012,2,Internet,1
Harbour Antibodies,3216500.0,USA,Cambridge,1,2013-07-24,2013-07-24,2006,1,Biotechnology,1
Bodshaperz,80000.0,USA,Los Angeles,1,2014-08-01,2014-08-01,2014,1,Dietary Supplements,0
Confidential CC,1500000.0,USA,New York,1,2014-09-08,2014-09-08,2014,1,Application Platforms,1
Baolab Microsystems,1890000.0,ESP,Terrassa,1,2010-05-12,2010-05-12,2012,1,Nanotechnology,1
Paraytec,1010000.0,GBR,Heslington,1,2008-12-08,2008-12-08,2005,1,Hardware + Software,1
Building Conversation Inc.,10000.0,USA,San Francisco,1,2015-04-15,2015-04-15,2014,1,Architecture,0
Expand Networks,63500000.0,USA,Roseland,4,2000-10-11,2008-08-26,2012,2,Hardware + Software,1
Aldento,378995.0,BEL,Liège,1,2015-01-16,2015-01-16,2012,0,Fitness,0
AirMagnet,,USA,Sunnyvale,1,2005-01-27,2005-01-27,2012,2,Health Diagnostics,3
The Green Way,17500000.0,USA,San Francisco,2,2008-05-01,2008-06-25,1997,1,Clean Technology,1
NotaryAct,,USA,New York,1,2014-05-27,2014-05-27,2012,1,Software,3
Synthorx,6000000.0,USA,La Jolla,1,2014-04-21,2014-04-21,2014,1,Biotechnology,1
Network Game Interaction,10000000.0,CHN,Beijing,1,2007-06-29,2007-06-29,2005,0,Advertising,1
Team Software Innovations Inc.,,USA,Miami,1,2015-07-01,2015-07-01,2014,0,Internet,3
Jakks Pacific,75000000.0,USA,Malibu,1,2014-03-31,2014-03-31,1995,0,E-Commerce,1
Mobi Healthcare,,IND,Mumbai,1,2015-01-01,2015-01-01,2015,1,Biotechnology,3
Stylyze,890000.0,USA,Seattle,1,2015-08-18,2015-08-18,2012,1,Software,0
LucidMedia,18734312.0,USA,Reston,3,2008-12-04,2011-06-20,1999,2,Advertising,1
Dekkun,10000000.0,USA,Cambridge,1,2011-01-10,2011-01-10,2011,1,Biotechnology,1
SproutUp,400000.0,USA,Kensington,1,2015-04-01,2015-04-01,2015,1,Collaboration,0
Pureprint,16600216.0,USA,Sussex,2,2014-10-23,2015-01-06,1926,1,Printing,1
Lua,10000000.0,USA,New York,4,2012-03-01,2014-05-28,2011,1,Business Productivity,1
Post-i,36519.0,KOR,Seoul,1,2013-02-12,2013-02-12,2013,1,Business Services,0
Marquee,,USA,New York,1,2012-03-01,2012-03-01,2012,1,Analytics,3
Rubicon Global,85000000.0,USA,Atlanta,3,2012-07-30,2015-09-18,2008,1,Technology,1
Klear,2000000.0,USA,San Francisco,2,2012-02-01,2015-06-29,2012,1,Brand Marketing,1
Timecros,,USA,Sunnyvale,1,2012-09-01,2012-09-01,2012,1,Social Media,3
Inverse,,USA,San Francisco,1,2015-08-12,2015-08-12,2015,1,Media,3
Dominion Diagnostics,8317643.0,USA,North Kingstown,1,2010-12-30,2010-12-30,1997,1,Biotechnology,1
Vadio,10268000.0,USA,Portland,5,2012-10-08,2015-05-12,2012,1,Media,1
VOYAA,,USA,Kahului,1,2014-07-02,2014-07-02,2013,1,Finance,3
Profit Software,,FIN,Espoo,1,2014-09-30,2014-09-30,1992,1,Software,3
deCarta,56063148.0,USA,San Jose,6,2005-03-17,2012-07-18,1996,2,Enterprise Software,1
HOME AND DEED,40000.0,USA,Lansing,1,2015-01-07,2015-01-07,2014,1,Real Estate,0
Hansen And Son,,USA,Loveland,1,2012-03-29,2012-03-29,2012,1,Hospitality,3
Digital Railroad,15200000.0,USA,New York,2,2005-06-14,2007-02-05,2012,0,Curated Web,1
Bread,4400000.0,USA,San Francisco,2,2011-01-01,2011-02-01,2011,2,Advertising,1
Boca Research,,USA,Boca Raton,1,1992-03-03,1992-03-03,1985,0,Software,3
AlphaSmart,,USA,Los Gatos,1,1999-06-04,1999-06-04,1992,2,Computers,3
CollabFinder,,USA,New York,1,2012-09-02,2012-09-02,2012,1,Curated Web,3
Enverv,27400000.0,USA,San Jose,2,2011-12-19,2014-03-24,2012,2,Semiconductors,1
Jivr Bike,290956.0,GBR,London,1,2013-10-28,2013-10-28,2015,1,Automotive,0
PrivateMarkets,3750000.0,USA,Boxborough,1,2008-02-28,2008-02-28,2007,1,Software,1
AMS-Qi,50000.0,USA,Cambridge,1,2013-10-30,2013-10-30,2012,1,Electrical Distribution,0
WorkIndia,500000.0,IND,Mumbai,1,2015-10-06,2015-10-06,2015,1,Staffing Firms,0
LeveragePoint Innovations,713000.0,USA,Cambridge,1,2012-02-03,2012-02-03,2009,1,Software,0
MedeAnalytics,57000000.0,USA,Emeryville,2,2004-04-01,2008-07-29,1994,2,Analytics,1
Priceline,77336990.0,USA,Norwalk,3,1998-02-01,1998-12-01,1998,2,Business Services,1
Carnegie Mellon CyLab,3900000.0,USA,Pittsburgh,1,2013-11-12,2013-11-12,2012,1,EdTech,1
OdinOtvet,500000.0,USA,San Francisco,1,2011-04-28,2011-04-28,2011,0,Advertising,0
PharmaNetUSA,200000.0,USA,Boca Raton,1,2015-06-08,2015-06-08,2014,1,Medical,0
m2p-labs,768000.0,DEU,Aachen,3,2006-07-04,2013-11-07,2005,1,Biotechnology,0
Jamplify,615000.0,USA,New York,2,2012-05-20,2013-02-20,2012,1,Advertising,0
EnLink Geoenergy Services,33000000.0,USA,Rancho Dominguez,2,2008-05-19,2011-02-14,2012,1,Clean Technology,1
Perk,80000.0,ZAF,Cape Town,1,2013-08-20,2013-08-20,2012,1,Mobile,0
InsightsOne,4300000.0,USA,Santa Clara,1,2012-03-29,2012-03-29,2012,2,Analytics,1
Validus-IVC,18128852.0,GBR,Norwich,1,2013-03-27,2013-03-27,2007,1,Mechanical Solutions,1
Frienditeplus.com,,NGA,Awka,1,2014-03-02,2014-03-02,2013,1,Advertising Platforms,3
Mesynthes,,NZL,Auckland,1,2012-04-01,2012-04-01,2011,1,Medical,3
Clarisay,,USA,Dallas,1,2003-02-12,2003-02-12,2012,1,Semiconductors,3
Event Park Pro,50000.0,USA,Nashville,1,2012-11-01,2012-11-01,2012,1,Events,0
untapt,5200000.0,USA,New York,4,2013-10-31,2015-04-21,2013,1,Banking,1
TorqBak,227287.0,GBR,London,1,2014-04-17,2014-04-17,2013,1,Advertising,0
MainStreet Bank,12800000.0,USA,Fairfax,1,2014-12-30,2014-12-30,2012,2,Banking,1
LY.com,200000000.0,CHN,Beijing,1,2014-04-28,2014-04-28,2012,1,Hotels,2
AccuNostics,6321095.0,GBR,Forres,1,2011-09-15,2011-09-15,2008,1,Health Care,1
bttn,4000000.0,FIN,Helsinki,2,2014-03-01,2015-06-01,2013,1,Hardware + Software,1
xMatters,7500000.0,USA,San Ramon,2,2007-08-21,2007-08-21,2000,1,Business Services,1
Ethos Lending,8199999.0,USA,San Francisco,1,2014-05-20,2014-05-20,2012,1,Banking,1
Net Transmit & Receive,15790000.0,ESP,Barcelona,2,2005-01-07,2006-04-18,2000,1,Enterprise Software,1
Invisible,600000.0,RUS,San Francisco,2,2013-02-01,2013-12-13,2012,1,Internet,0
GrandCentrix GmbH,,USA,San Francisco,1,2010-03-30,2010-03-30,2012,1,Software,3
Inoviem Scientific,565962.0,FRA,Strasbourg,1,2015-02-10,2015-02-10,2011,1,Pharmaceuticals,0
LiquidPiston,21250000.0,USA,Bloomfield,5,2007-07-23,2013-07-22,2003,1,Clean Technology,1
Blend Systems,9000000.0,USA,San Francisco,3,2014-04-22,2015-05-07,2013,1,Mobile,1
Eco Products,4000000.0,USA,Boulder,2,2008-09-04,2009-05-29,2012,1,Clean Technology,1
Flash Auto Detailing,1000.0,CAN,Richmond,1,2014-03-16,2014-03-16,2011,1,Automotive,0
The Hotel Barter Network,,USA,Sunset,1,2012-02-02,2012-02-02,2011,1,E-Commerce,3
Decibel Therapeutics,52000000.0,USA,San Francisco,1,2015-10-15,2015-10-15,2015,1,Biotechnology,1
Tack,51981.0,CAN,Toronto,1,2015-03-01,2015-03-01,2015,1,Recruiting,0
ShopRunner,75000000.0,USA,Conshohocken,1,2013-08-19,2013-08-19,2010,2,E-Commerce,1
Solstice Neurosciences,93000000.0,USA,South San Francisco,2,2005-07-01,2006-11-08,2012,2,Biotechnology,1
Pickup Services,1880000.0,USA,San Francisco,1,2006-10-13,2006-10-13,2012,1,Software,1
EcoSMART Technologies,15021489.0,USA,Alpharetta,4,2008-06-10,2013-02-01,1996,1,Clean Technology,1
LocateBaltimore,,USA,Hanover,1,2013-01-06,2013-01-06,2012,1,E-Commerce,3
bvsb,,USA,Rockville,1,2015-01-02,2015-01-02,2015,1,Food Processing,3
Hoverink,220000.0,USA,Santa Monica,2,2012-03-20,2014-02-23,2012,1,Consumer Electronics,0
ComplexCare Solutions,40000000.0,USA,New York,1,2014-01-09,2014-01-09,2012,1,Health and Wellness,1
Figleaves.com,,GBR,London,1,2005-03-01,2005-03-01,2012,1,Curated Web,3
Stream,,USA,San Francisco,1,2014-09-26,2014-09-26,2012,0,Software,3
WizenWorld,,USA,San Francisco,1,2014-09-08,2014-09-08,2012,1,Software,3
TastyNow.com,25000.0,USA,San Antonio,1,2009-08-05,2009-08-05,2009,0,Hospitality,0
Sangart,365872959.0,USA,San Diego,6,2007-04-04,2012-05-24,1998,0,Biotechnology,2
Appzio - Engaging Experiences,54857.2431675304,BGR,Sofia,1,2015-08-01,2015-08-01,2014,1,Apps,0
TrueSpan,,USA,Long Beach,1,2005-05-15,2005-05-15,2012,0,Mobile,3
Radico,1824993.0,USA,Brooklyn,1,2013-12-03,2013-12-03,2013,1,Advertising,1
Kyp,9100000.0,GBR,London,1,2009-10-01,2009-10-01,2012,0,Advertising,1
CarWoo!,10850000.0,USA,Burlingame,4,2009-06-01,2011-12-01,2008,0,Auto,1
PhotoThera,80500000.0,USA,Carlsbad,2,2006-04-21,2009-05-22,1997,0,Biotechnology,1
Octro,15000000.0,IND,Delhi,1,2014-06-04,2014-06-04,2006,1,Online Gaming,1
T5 Data Centers,113000000.0,USA,Atlanta,1,2013-05-14,2013-05-14,2008,1,Security,2
Trendy Entertainment,18238879.0,USA,Gainesville,1,2012-07-31,2012-07-31,2009,1,Games,1
WebMarketing Group,825800.0,GBR,Harrogate,2,2008-12-19,2009-11-19,2000,1,Advertising,0
iSocket Systems,300000.0,FIN,Varkaus,2,2010-02-08,2013-04-10,2010,1,Home Automation,0
Trony Solar,20000000.0,CHN,Shenzhen,1,2008-10-28,2008-10-28,1993,0,Clean Technology,1
Asthmatx,50000000.0,USA,Sunnyvale,1,2007-05-16,2007-05-16,2003,2,Health Care,1
Capcom,10650403.3139571,CAN,Burnaby,1,2015-09-30,2015-09-30,1983,1,Software,1
SpinMedia Group,76000000.0,USA,New York,7,2007-05-24,2014-09-18,2005,1,Music,1
creditmontoring.com,1000000.0,USA,Scottsdale,1,2012-08-02,2012-08-02,2011,1,Finance,0
Pocits,45000.0,CAN,Brantford,1,2014-09-02,2014-09-02,2009,1,Advertising,0
PRX,3700000.0,USA,Cambridge,2,2010-09-08,2015-05-12,2003,1,News,1
Saguna Networks,3200000.0,ISR,Yoqne`am `illit,1,2015-02-15,2015-02-15,2008,1,Mobile,1
Crinetics Pharmaceuticals,41500000.0,USA,San Diego,2,2015-01-30,2015-11-02,2008,1,Biotechnology,1
Orthopedic Development Corporation,1000000.0,USA,Clearwater,1,2006-12-27,2006-12-27,2012,0,Software,0
Lesara,23795619.7023816,USA,San Francisco,2,2014-10-07,2015-09-09,2013,1,E-Commerce,1
Qingdao Land of State Power Environment Engineering,10000000.0,CHN,Qingdao Shi,1,2008-04-21,2008-04-21,2001,1,Clean Technology,1
Yanado,130855.0,BGR,Sofia,3,2014-01-28,2014-12-01,2012,1,Productivity Software,0
PropTiger,30000000.0,IND,Gurgaon,1,2014-11-25,2014-11-25,2011,1,Real Estate,1
Pinevio,22664.0,USA,San Francisco,1,2011-01-01,2011-01-01,2011,0,Interest Graph,0
Winery Exchange,5000000.0,USA,Novato,1,2007-10-16,2007-10-16,1999,1,Wine And Spirits,1
Framedia Advertising,,CHN,Shanghai,1,2004-11-01,2004-11-01,2012,1,Advertising,3
Noise Freaks,10000.0,HUN,Budapest,1,2010-10-01,2010-10-01,2010,1,Music,0
Top Image Systems,2850000.0,USA,New York,1,2011-06-21,2011-06-21,1991,2,Enterprise Software,1
Angel Alerts,75176.0,GBR,Cambridge,1,2013-03-03,2013-03-03,2012,1,Curated Web,0
Striim,32000000.0,USA,Palo Alto,3,2012-05-01,2015-09-14,2012,1,Analytics,1
Pascal Metrics,10880089.0,USA,Washington,3,2014-02-26,2014-12-08,2012,1,Health and Wellness,1
NeuroLogica,17000000.0,USA,Danvers,2,2008-11-24,2012-01-11,2004,2,Manufacturing,1
MedManage Systems,24750000.0,USA,Bothell,4,2001-07-30,2007-08-29,1999,2,Health Care,1
Qyuki,15400000.0,IND,Bangalore,2,2012-02-14,2015-01-16,2011,1,Collaboration,1
CSRware,250000.0,USA,San Francisco,1,2011-12-16,2011-12-16,2009,1,Energy Management,0
Applixure,462166.194963709,FIN,Helsinki,1,2013-01-01,2013-01-01,2012,1,Application Performance Monitoring,0
TravelKnowledge,100000.0,USA,San Francisco,1,2012-07-03,2012-07-03,2012,0,Content,0
Spacio,137945.0,USA,New York,1,2014-08-31,2014-08-31,2014,1,Browser Extensions,0
CorMatrix,25860032.0,USA,Roswell,3,2013-10-15,2015-01-16,2001,1,Biotechnology,1
Cronofy,100000.0,GBR,San Francisco,2,2013-09-01,2014-12-03,2013,1,Developer APIs,0
bepleez,,FRA,Paris,1,2013-09-04,2013-09-04,2013,1,E-Commerce,3
United Screens,,SWE,Stockholm,1,2015-04-23,2015-04-23,2012,1,Broadcasting,3
Appconomy,22623720.0,USA,Austin,5,2010-12-30,2015-07-29,2010,1,Apps,1
Doctor Evidence,1500000.0,USA,Santa Monica,1,2011-04-06,2011-04-06,2004,1,Health Care,1
Capital Float,16000000.0,IND,Bangalore,3,2014-06-25,2015-02-10,2013,1,Financial Services,1
1871,2500000.0,USA,Chicago,1,2014-06-17,2014-06-17,2012,1,Designers,1
Pinnacle Spine,250000.0,USA,Dallas,1,2011-11-14,2011-11-14,2011,1,Biotechnology,0
Telemedicine Solutions LLC,11705000.0,USA,Schaumburg,7,2006-12-01,2013-07-01,2005,1,Health Care Information Technology,1
Cloud 9,250000.0,USA,Austin,1,2014-01-04,2014-01-04,2014,1,Health Care,0
Octamer,820800.0,USA,Belvedere Tiburon,1,2009-09-18,2009-09-18,1990,1,Biotechnology,0
DAXKO,7750000.0,USA,Birmingham,2,2008-07-01,2014-02-24,2012,1,Software,1
Fidbacks,300000.0,USA,San Francisco,1,2013-06-25,2013-06-25,2012,1,Internet,0
LangoLab,18000.0,USA,San Francisco,1,2009-09-11,2009-09-11,2009,0,Education,0
Cardica,13797958.0,USA,Redwood City,3,2009-10-01,2010-12-22,1997,2,Health Care,1
Flash Valet,1250000.0,USA,Austin,1,2012-09-19,2012-09-19,2012,1,Mobile,1
Technimotion,180000.0,USA,Austin,1,2009-06-06,2009-06-06,2007,1,Biotechnology,0
Holimetrix,3791818.0,FRA,Lyon,1,2015-07-21,2015-07-21,2012,1,Electronics,1
Moppi.com,374157.957825345,FIN,Helsinki,2,2015-06-10,2015-09-07,2015,0,Customer Service,0
Giysicini,85000.0,USA,San Francisco,1,2012-07-28,2012-07-28,2012,1,Fashion,0
Raise Marketplace,87200000.0,USA,Chicago,5,2011-11-01,2015-01-22,2010,1,Curated Web,1
Weight Wins,952578.0,GBR,London,1,2011-09-12,2011-09-12,2008,1,Health and Wellness,0
Power OLEDs,113643.0,GBR,San Francisco,1,2013-12-10,2013-12-10,2012,1,Nanotechnology,0
Bavarian Nordic,55874661.0,USA,San Francisco,1,2015-05-12,2015-05-12,1994,2,Biotechnology,1
Quality Power Washing,6000.0,USA,Saint Petersburg,1,2014-10-28,2014-10-28,2014,1,Consulting,0
Sapphire Energy,283500000.0,USA,San Diego,4,2008-05-28,2012-04-02,2007,1,Clean Technology,2
Elobina,42446.9665578542,USA,San Francisco,1,2015-09-20,2015-09-20,2014,0,Software,0
TOSA (Tests On Software Applications),2000000.0,FRA,Paris,3,2010-10-01,2013-03-01,2010,1,Certification Test,1
Sleepace,7000000.0,CHN,Shenzhen,1,2015-07-20,2015-07-20,2011,1,Electronics,1
e-Chromic Technologies,600000.0,USA,Boulder,2,2014-02-19,2014-12-11,2011,1,Clean Technology,0
PINC Solutions,22757292.0,USA,Alameda,3,2007-04-16,2015-09-01,2004,1,Public Transportation,1
Tacit Software,10000000.0,USA,Palo Alto,1,2001-07-24,2001-07-24,1997,2,Collaboration,1
Pasteurization Technology Group (PTG),6000000.0,USA,San Leandro,2,2012-01-01,2013-03-28,2000,1,Clean Energy,1
SolveDirect Service Management,,USA,Sunnyvale,1,2009-12-21,2009-12-21,2001,2,Enterprise Software,3
FORVM,642000.0,USA,San Francisco,2,2012-07-01,2013-06-01,2012,1,Curated Web,0
Xytrans,,USA,Orlando,1,2006-11-29,2006-11-29,2000,0,Software,3
Minka,40000.0,CHL,Santiago,1,2012-07-17,2012-07-17,2012,1,Fashion,0
TextMaster,8361887.0,BEL,Brussels,3,2012-11-19,2015-06-25,2011,1,Content,1
SpotFodo,,USA,San Francisco,1,2013-01-01,2013-01-01,2012,1,E-Commerce,3
TripLingo,2349768.0,USA,Atlanta,6,2011-06-06,2014-11-19,2011,1,Apps,1
ReTrans,80000.0,USA,Memphis,1,2015-05-13,2015-05-13,2000,1,Transportation,0
Axiomatics,6500000.0,SWE,Stockholm,1,2013-05-07,2013-05-07,2006,1,Enterprise Software,1
Opternative,3000000.0,USA,Chicago,3,2014-02-25,2014-11-25,2013,1,Contact Management,1
DiGiCo Europe,77431466.0,GBR,San Francisco,1,2011-12-14,2011-12-14,2012,1,Hardware + Software,1
SmileyGo Corporation,500000.0,USA,San Francisco,2,2015-04-06,2015-05-01,2014,1,Big Data,0
DNAe LTD,,GBR,London,1,2014-04-28,2014-04-28,2012,0,Semiconductors,3
meXBT / Crypto Exchange of the Americas,150000.0,MEX,San Francisco,1,2014-01-15,2014-01-15,2013,1,P2P Money Transfer,0
flinc,,DEU,Ludwigshafen Am Rhein-oggersheim,2,2014-01-01,2015-07-13,2010,1,Clean Technology,3
Interactive Networks,1000000.0,URY,Montevideo,1,2007-01-12,2007-01-12,1986,2,Messaging,0
FlyBridGe,,USA,San Francisco,1,2011-06-30,2011-06-30,2010,1,Internet,3
FitStar,5000000.0,USA,San Francisco,2,2012-12-20,2013-06-20,2012,2,Health and Wellness,1
Bionanoplus,817620.0,ESP,Noáin,1,2011-02-19,2011-02-19,2012,1,Biotechnology,0
Intelligent Fingerprinting,4282838.0,GBR,Norwich,2,2012-02-13,2014-01-29,2007,1,Health Care,1
playnik,,DEU,Hamburg,1,2009-09-01,2009-09-01,2008,1,Game,3
LIN TV,4500000.0,USA,Providence,1,2009-10-15,2009-10-15,2012,2,Games,1
HealthTeacher / GoNoodle,5900000.0,USA,Nashville,2,2010-04-15,2011-06-28,2012,1,Health and Wellness,1
Vamo,1600000.0,USA,Seattle,1,2013-07-18,2013-07-18,2012,0,Travel,1
Micell Technologies,27300055.0,USA,Raleigh,4,2007-07-12,2009-12-03,1995,1,Biotechnology,1
Xenex Disinfection Services,36300000.0,USA,San Antonio,2,2013-11-21,2015-01-27,2009,1,Biotechnology,1
ebridge,2500000.0,USA,Encino,1,2010-09-30,2010-09-30,1995,1,Curated Web,1
tripMD,45000.0,IND,Delhi,1,2014-12-24,2014-12-24,2013,1,Doctors,0
Bixti.com,45000.0,ARG,Buenos Aires,2,2011-09-01,2011-09-01,2010,2,Design,0
Gevity HR,30000000.0,USA,Bradenton,1,2003-03-07,2003-03-07,1993,2,Human Resources,1
Broadcast.com,,USA,Dallas,1,1998-07-01,1998-07-01,1995,2,Music,3
Taggstar,705373.0,GBR,London,2,2012-01-01,2014-12-01,2010,1,Social Business,0
shopatplaces,33000.0,IND,New Delhi,2,2012-05-01,2015-07-25,2012,1,Curated Web,0
Optimov,42325.0,DNK,Frederiksberg,1,2012-07-04,2012-07-04,2012,1,Fitness,0
Gobbler,6331724.0,USA,Los Angeles,11,2011-01-01,2014-09-01,2010,1,Cloud Computing,1
Provivi,8471104.0,USA,Santa Monica,2,2015-03-13,2015-09-03,2013,1,Biotechnology,1
FOSHO,16000.0,GBR,London,1,2015-03-01,2015-03-01,2015,0,E-Commerce,0
Travelata,12500000.0,RUS,Moscow,3,2012-11-01,2014-07-10,2011,1,Travel,1
Digicompanion,2290000.0,FRA,Paris,1,2007-05-24,2007-05-24,2006,0,Software,1
Integral Ad Science,116750070.0,USA,New York,6,2009-10-06,2015-07-31,2009,1,Advertising,2
CUI Global,8000000.0,USA,Tualatin,1,2010-08-31,2010-08-31,2012,2,Semiconductors,1
Vantrix,46255828.0,CAN,Montréal,9,2005-01-13,2015-05-11,2004,1,Mobile,1
Phantom,1500000.0,CHN,Beijing,1,2013-11-01,2013-11-01,2012,1,Manufacturing,1
Ivivi Health Sciences,9500000.0,USA,San Francisco,1,2011-02-15,2011-02-15,2012,1,Health Care,1
"APPCityLife®, Inc.",1100000.0,USA,Albuquerque,1,2015-08-06,2015-08-06,2009,1,Government Innovation,1
People Support,18000000.0,USA,San Francisco,1,1999-11-22,1999-11-22,2012,1,Software,1
AdWired,351681.0,RUS,Moscow,2,2013-08-13,2013-08-13,2009,0,Advertising,0
MedPAC Technologies,100000.0,USA,Columbus,1,2013-06-01,2013-06-01,2012,1,Electronic Health Records,0
Breitbart News Network,10000000.0,USA,Los Angeles,1,2011-09-26,2011-09-26,2007,1,News,1
Frugalo,140000.0,USA,Bellevue,1,2011-10-01,2011-10-01,2011,2,Curated Web,0
Roundscapes,500000.0,USA,Lincoln,1,2011-12-08,2011-12-08,2008,1,Software,0
Razume,,USA,Washington,1,2008-04-01,2008-04-01,2012,1,Curated Web,3
PageUp People,,AUS,Melbourne,1,2012-11-20,2012-11-20,1997,1,Career Management,3
Toca Boca,,SWE,Stockholm,1,2010-09-01,2010-09-01,2010,1,Games,3
2Nite2Nite.net,6000.0,USA,Elk Grove,1,2014-09-13,2014-09-13,2013,1,Advertising,0
PlanitMapper,25000.0,USA,Santa Fe,1,2014-02-06,2014-02-06,2012,0,Outdoors,0
Crystalplex,2894000.0,USA,Pittsburgh,6,2007-11-08,2015-02-24,2002,1,Biotechnology,1
OneTeamVisi,,CAN,Victoria,1,2013-10-07,2013-10-07,2012,1,Medical,3
Whitehall Investment Group,,USA,Las Vegas,1,2014-10-30,2014-10-30,2013,1,Oil,3
Michigan State University,3900000.0,USA,East Lansing,1,2014-05-05,2014-05-05,1855,1,Education,1
Pluto TV,13500000.0,USA,Los Angeles,2,2014-10-13,2014-11-20,2013,1,Entertainment,1
Box,558950000.0,USA,Los Altos,11,2005-09-01,2014-07-01,2005,2,Cloud Computing,2
OpenPeak,216973367.0,USA,Boca Raton,7,2007-11-14,2015-01-21,2002,1,Hardware + Software,2
Bplats,5049575.0,JPN,Tokyo,2,2008-06-27,2009-12-07,2006,1,Billing,1
eBusinessCards.com,15000.0,USA,San Francisco,1,2006-03-08,2006-03-08,2014,1,Printing,0
Principle Power,2300000.0,USA,Seattle,1,2008-05-21,2008-05-21,2007,1,Clean Technology,1
Singular,50000.0,BRA,Nossa Senhora Das Graças,2,2013-12-03,2015-08-13,2013,1,Advertising,0
Diamond Communications,20000000.0,USA,Short Hills,1,2009-08-31,2009-08-31,2005,1,Real Estate,1
American Ambulance Company,,USA,Fresno,1,2012-04-04,2012-04-04,2010,1,Medical,3
Guang Lian Shi Dai,,CHN,Shenzhen,1,2010-10-01,2010-10-01,2007,1,Advertising,3
Advanced Practice Strategies,12000000.0,USA,Boston,1,2015-03-31,2015-03-31,1993,1,Internet,1
Cie Games,3000000.0,USA,Long Beach,1,2010-06-01,2010-06-01,2010,2,Games,1
Scoop.it,11000000.0,USA,San Francisco,2,2009-06-04,2013-07-30,2010,1,Content Discovery,1
Carmichael & Co. USA,11000.0,USA,Orange,1,2014-03-06,2014-03-06,2014,1,Sports,0
Arccos Golf,5000000.0,USA,Stamford,1,2013-07-01,2013-07-01,2011,1,Games,1
avocadostore,,DEU,Hamburg,1,2012-01-01,2012-01-01,2010,1,E-Commerce,3
Advanced Materials Technology International,210000.0,USA,San Francisco,1,2008-05-14,2008-05-14,2012,1,Advanced Materials,0
Morta Security,1000000.0,USA,Palo Alto,1,2013-02-13,2013-02-13,2012,2,Security,0
CampaignerCRM,9666667.0,USA,Woburn,2,2010-01-27,2010-11-15,2004,1,CRM,1
Upside Commerce,332000.0,USA,Seattle,2,2012-02-21,2015-08-26,2009,1,Games,0
Teikon,9078877.0,BRA,Porto Alegre,2,1999-01-01,2006-06-27,1996,1,Electrical Distribution,1
Ubox,85000000.0,CHN,Beijing,1,2015-07-31,2015-07-31,2010,1,Consumer Goods,1
3Derm Systems,1880000.0,USA,New Haven,4,2013-04-02,2015-07-23,2012,1,3D,1
Loveseat,50000.0,USA,San Diego,1,2015-07-27,2015-07-27,2013,1,Furniture,0
Mximo,500000.0,ISR,Tel Aviv,1,2012-12-01,2012-12-01,2013,1,B2B,0
cbanc Network,3050000.0,USA,Austin,1,2015-09-11,2015-09-11,2009,1,Financial Services,1
archify,21189.0,AUT,Vienna,2,2011-09-05,2012-05-03,2011,0,Browser Extensions,0
Lenskart.com,35900000.0,IND,New Delhi,3,2011-10-01,2015-01-02,2010,1,Consumer Goods,1
AppArchitect,,USA,New York,1,2012-12-05,2012-12-05,2012,2,Apps,3
OneKreate,,USA,San Francisco,1,2015-03-17,2015-03-17,2001,1,Design,3
CollegeBrain,715000.0,USA,Mercer Island,1,2011-09-01,2011-09-01,2011,1,Colleges,0
Wanamaker,110000.0,USA,Colorado Springs,1,2012-04-10,2012-04-10,2011,1,Sports,0
Audvisor,1400000.0,USA,Cupertino,1,2015-03-14,2015-03-14,2014,1,Apps,1
Accelerator Corp.,49300000.0,USA,Seattle,3,2003-05-22,2007-08-03,2003,1,Software,1
Lagoon,20000.0,USA,Cincinnati,1,2014-07-18,2014-07-18,2014,1,Apps,0
Hitch Radio,715000.0,USA,Santa Monica,1,2012-11-11,2012-11-11,2014,1,Disruptive Models,0
Connoshoer,100000.0,USA,San Francisco,1,2013-04-08,2013-04-08,2012,1,Mobile,0
YuuConnect,110000.0,USA,Addison,1,2013-12-31,2013-12-31,2013,1,Digital Media,0
Royal Pioneers,250000.0,PER,Lima,1,2012-11-01,2012-11-01,2012,1,B2B,0
Little Riot,341965.120416601,GBR,London,3,2012-08-31,2015-11-10,2010,1,Hardware,0
Forte Design Systems,8100000.0,USA,San Jose,2,2006-12-20,2010-08-27,2001,1,Software,1
Fitbit,66000000.0,USA,San Francisco,4,2008-10-10,2013-08-13,2007,2,Fitness,1
